141,35.0,USA,m,single,False
142,55,IND,m,married,True
143,29.0,USA,m,married,True
144,25,IND,m,single,False
145,29,USA,f,single,False
146,25,IND,m,single,False
147,31,USA,m,single,False
148,40,USA,f,married,True
149,45,IND,m,married,True
150,69,USA,m,married,True
151,28,USA,m,single,False
152,30.0,USA,m,married,True
153,55,USA,f,married,True
154,32,USA,f,married,False
155,28,IND,f,married,False
156,47.0,USA,f,married,False
157,33,IND,m,married,False
158,30,IND,m,single,False
159,29,PHL,m,single,False
160,37,USA,m,married,True
161,53,USA,f,married,True
162,23.0,USA,m,single,False
163,30.0,IND,m,single,False
164,27,IND,m,married,False
165,30,USA,m,married,True
166,54,USA,f,single,False
167,34,USA,m,single,False
168,28,USA,m,single,False
169,29,USA,f,single,False
170,68,USA,f,separated,True
171,31,USA,m,married,False
172,27,IND,m,married,False
173,55,IND,f,married,True
174,31,USA,m,married,True
175,20,VEN,m,single,False
176,26.0,USA,f,married,True
177,25.0,USA,m,single,False
178,38,USA,m,married,True
179,22,USA,m,single,True
180,35,USA,m,single,False
181,44.0,USA,m,married,True
182,28,IND,m,married,False
183,30,MKD,m,single,False
184,49,USA,f,married,True
185,36,USA,m,single,False
186,44,USA,m,single,True
187,25.0,IND,m,single,False
188,26,IND,m,married,True
189,33,USA,m,married,True
190,23,USA,m,single,False
191,28,IND,f,married,False
192,28,IND,m,married,True
193,28.0,USA,m,single,False
194,26,USA,f,single,False
195,30,USA,m,single,False
196,30,USA,f,married,True
197,24,USA,m,single,False
198,38,USA,f,divorced,True
199,31,USA,f,single,False
200,35,DOM,m,married,False
201,34,IND,m,married,True
202,24.0,USA,m,single,False
203,26.0,USA,m,single,False
204,30,USA,f,single,False
205,54,USA,f,married,True
206,28,DNK,f,married,False
207,42,USA,m,married,False
208,45.0,USA,f,single,False
209,28.0,USA,m,single,False
210,26,USA,m,single,False
211,27,USA,m,single,False
212,24,USA,m,single,False
213,30,USA,f,married,True
214,22,IND,f,single,False
215,26,IND,m,married,False
216,27,IND,m,married,False
217,44,USA,f,single,True
218,34,IND,f,married,True
219,33,USA,m,married,True
220,22.0,USA,m,single,False
221,31,IND,m,married,True
222,26,IND,f,single,False
223,28,IND,m,married,True
224,31,IND,m,married,True
225,25,USA,m,single,False
226,32.0,USA,f,single,False
227,37,IND,f,married,False
228,24,IND,m,single,False
229,35,USA,f,single,False
230,34,USA,m,single,False
231,39.0,USA,f,single,True
232,26.0,IND,f,married,True
233,26.0,USA,m,single,False
234,25.0,USA,m,single,False
235,27.0,IND,m,single,False
236,24,IND,f,single,False
237,27,IND,m,married,False
238,33,VEN,m,married,True
239,34,IND,m,married,True
240,30,USA,m,single,False
241,24,USA,f,single,True
242,34,USA,f,married,False
243,26.0,USA,m,single,False
244,31,USA,f,married,True
245,33.0,USA,f,married,True
246,29,USA,m,divorced,False
247,21,USA,m,single,False
248,30.0,USA,m,married,False
249,26,IND,f,married,True
250,43,USA,f,married,True
251,22,USA,m,single,False
252,56,USA,f,single,False
253,32.0,USA,m,single,False
254,29,USA,m,single,False
255,24,USA,m,single,False
256,25,USA,m,married,False
257,27,IND,f,single,False
258,36,USA,m,single,False
259,30,IND,m,single,False
260,32,USA,m,married,True
261,25,IND,f,married,True
262,26,USA,f,single,False
263,22,VEN,m,single,True
264,33.0,IDN,m,divorced,False
265,37,USA,f,married,True
266,32,IND,f,married,True
267,29,USA,m,married,False
268,32,IND,f,married,True
269,28,USA,m,single,False
270,23,USA,m,married,False
271,36.0,USA,m,married,True
272,28,USA,f,single,True
273,46.0,USA,f,widowed,False
274,32.0,USA,f,single,False
275,38,USA,m,single,False
276,68,USA,m,married,True
277,31,USA,m,single,False
278,30.0,USA,m,single,False
279,27,USA,f,single,False
280,33,IND,m,married,True
281,25.0,USA,m,single,False
282,24,IND,f,single,False
283,38,USA,f,married,True
284,34,USA,m,single,False
285,43,USA,m,single,False
286,24.0,USA,m,single,False
287,35.0,USA,m,single,True
288,23,IND,f,married,True
289,31,IND,m,single,False
290,62,USA,f,married,True
291,70,USA,m,married,True
292,25,IND,m,single,True
293,23,USA,m,single,False
294,21,IND,f,single,False
295,34,USA,m,single,False
296,24,USA,f,single,False
297,54,USA,f,married,True
298,26.0,USA,f,single,False
299,25,IND,m,married,True
300,33,USA,m,married,True
301,41.0,USA,f,married,True
302,25,USA,m,single,False
303,27,USA,f,single,False
304,22,IND,f,single,False
305,31.0,USA,m,single,False
306,37,USA,f,single,False
307,22,IND,f,single,False
308,23.0,USA,f,single,False
309,24,USA,m,single,False
310,83,USA,m,married,True
311,27,USA,m,single,False
312,44.0,USA,m,married,True
313,22,IND,f,single,False
314,33,USA,m,married,False
315,74,USA,f,married,True
316,21.0,USA,m,single,False
317,prefer not to say,USA,m,single,False
318,44,USA,f,divorced,True
319,41,USA,m,married,True
320,39.0,USA,m,single,False
321,23,IND,f,married,False
322,25,IND,m,single,False
323,29,USA,m,married,False
324,26,IND,m,single,False
325,34,USA,m,single,False
326,36,USA,m,single,False
327,37.0,USA,f,separated,True
328,40,USA,m,married,True
329,30.0,USA,o,married,True
330,51,USA,m,divorced,True
331,61,USA,f,married,False
332,31,USA,m,married,True
333,27.0,USA,m,single,False
334,23,USA,f,single,False
335,22,IND,f,single,False
336,38,USA,f,divorced,True
337,31.0,USA,m,divorced,False
338,38,USA,f,single,False
339,32,USA,m,single,False
340,43,USA,f,married,True
341,29,IND,f,married,True
342,32,USA,f,single,False
343,38,USA,m,married,True
344,21,IND,f,single,False
345,41,USA,m,married,True
346,23,IND,f,single,False
347,40,IND,f,married,True
348,22,IND,f,single,False
349,24,USA,m,single,False
350,36.0,USA,m,married,True
351,37,USA,m,single,False
352,23,IND,f,single,False
353,29.0,USA,m,single,False
354,26.0,USA,m,single,False
355,27,IND,m,married,True
356,25.0,IND,m,single,False
357,26,USA,m,married,False
358,22,IND,f,single,False
359,40.0,USA,f,married,True
360,31,USA,m,married,True
361,31,USA,m,single,False
362,25,IND,f,single,False
363,29,IND,f,married,False
364,26,IND,f,single,False
365,30,USA,m,married,True
366,34,USA,f,married,True
367,21.0,USA,m,single,False
368,38,IND,f,married,True
369,37,USA,m,single,False
370,21,USA,m,single,True
371,29.0,USA,m,single,False
372,19,USA,m,single,False
373,26,USA,f,single,False
374,40,USA,m,single,False
375,30,USA,f,married,True
376,23,CAN,f,single,False
377,36,IND,m,married,True
378,22,IND,f,single,False
379,52.0,USA,m,single,False
380,26.0,USA,m,single,False
381,27,USA,f,married,True
382,32,USA,m,single,False
383,66,USA,m,married,True
384,38,USA,f,single,False
385,25,USA,f,single,False
386,25,IND,f,single,False
387,33,USA,m,single,False
388,30,USA,m,single,False
389,61,USA,f,married,True
390,31.0,USA,m,single,False
391,36,USA,m,married,False
392,49,USA,f,married,True
393,41,USA,f,married,True
394,24.0,USA,m,single,False
395,33.0,USA,m,single,False
396,34,IND,f,married,True
397,26.0,USA,m,single,False
398,29,USA,m,single,False
399,27.0,IND,m,single,False
400,26,IND,m,single,False
401,41,USA,m,single,False
402,26,USA,m,married,False
403,31,USA,m,married,False
404,28,USA,m,single,False
405,27,USA,m,single,True
406,28,USA,f,single,False
407,26,USA,m,single,False
408,31,USA,f,single,False
409,30.0,IND,f,married,True
410,29,USA,f,single,False
411,38.0,USA,m,married,True
412,25,IND,f,married,True
413,29,USA,m,married,True
414,29,USA,m,single,False
415,23,USA,m,single,False
416,29,IND,f,married,True
417,25.0,USA,m,single,False
418,36,USA,m,married,False
419,40,USA,m,married,True
420,38,IND,f,married,True
421,48,USA,m,married,False
422,26,USA,f,single,False
423,29.0,USA,f,married,False
424,30,USA,o,married,True
425,30.0,USA,f,single,False
426,23,IND,f,single,False
427,37,IND,m,married,True
428,21,USA,m,single,False
429,28.0,VEN,m,single,False
430,26,USA,f,married,True
431,29,USA,m,single,False
432,47,USA,m,married,True
433,26,USA,m,single,False
434,36,USA,f,single,False
435,27,IND,m,single,False
436,30,CAN,f,married,True
437,30.0,USA,m,single,False
438,32.0,IND,m,married,False
439,22.0,IND,m,single,False
440,30,USA,m,single,False
441,29.0,USA,f,married,False
442,32,USA,f,single,False
443,31,USA,f,single,False
444,32.0,USA,m,single,False
445,32,USA,m,single,False
446,40.0,IND,m,married,True
447,55,USA,f,married,True
448,27,IND,f,married,True
449,28.0,AUS,m,married,True
450,39,USA,m,married,False
451,23,USA,m,single,False
452,52,USA,m,married,True
453,44,USA,f,divorced,True
454,30,USA,m,single,False
455,29.0,IND,m,married,True
456,28,USA,f,single,False
457,30,USA,m,single,True
458,34,USA,m,single,False
459,33.0,USA,m,single,False
460,22.0,USA,m,single,False
461,61,USA,f,married,True
462,47,USA,m,married,True
463,49.0,USA,m,married,True
464,25,USA,m,single,False
465,25,IND,m,single,False
466,32,IND,m,married,True
467,54,USA,f,single,False
468,40,USA,m,married,True
469,32,IND,m,married,True
470,33.0,USA,f,married,True
471,53,USA,f,single,False
472,23.0,IND,m,single,False
473,37.0,USA,f,single,True
474,58.0,USA,f,married,True
475,31,IND,f,married,True
476,25,IND,m,single,False
477,29,IND,f,married,True
478,37.0,USA,m,married,True
479,27,USA,f,single,False
480,36,USA,m,single,False
481,49.0,IND,m,married,True
482,28,USA,m,single,False
483,25.0,IND,f,married,True
484,44.0,USA,f,divorced,True
485,28.0,USA,f,single,False
486,34,USA,m,married,True
487,27,USA,o,single,False
488,31,IND,f,married,True
489,39,IND,m,married,True
490,19.0,IND,f,single,False
491,30.0,IND,f,married,True
492,24.0,USA,m,single,False
493,39.0,USA,m,married,True
494,28,USA,f,single,False
495,25.0,USA,m,single,False
496,49,USA,m,single,False
497,26,USA,f,single,False
498,27,IND,m,married,True
499,46,USA,m,single,False
500,24,USA,f,single,False
501,33,USA,m,widowed,True
502,26,IND,m,single,True
503,40,GBR,m,single,False
504,39,USA,m,single,False
505,25,USA,f,single,False
506,40,USA,m,married,True
507,34,IND,m,single,False
508,35,USA,f,married,True
509,31,USA,m,single,False
510,47.0,USA,f,married,False
511,23.0,USA,m,single,False
512,23,USA,m,single,False
513,41.0,USA,m,married,True
514,62,URY,m,single,False
515,34,USA,m,married,True
516,29,USA,m,single,True
517,42,USA,m,single,False
518,24.0,USA,m,single,False
519,32.0,USA,f,single,False
520,57.0,USA,m,married,True
521,42,USA,f,married,True
522,28,USA,m,married,False
523,22.0,USA,m,single,False
524,42.0,USA,m,married,True
525,52,USA,m,married,True
526,22,USA,m,single,False
527,35,USA,f,married,True
528,29.0,USA,f,married,True
529,31.0,IND,m,married,True
530,56,USA,f,married,True
531,29,USA,m,married,False
532,233.0,USA,f,married,True
533,51,USA,f,single,False
534,51.0,USA,f,married,False
535,22.0,IND,f,single,False
536,34.0,USA,f,married,True
537,24,USA,m,single,False
538,24.0,IND,f,married,True
539,20.0,IND,f,single,False
540,21,USA,m,single,False
541,30,USA,m,married,False
542,52,USA,f,married,True
543,21,USA,f,single,False
544,35,IND,m,single,False
545,27,USA,f,single,True
546,48,USA,m,single,False
547,28,USA,f,single,False
548,26,USA,f,single,False
549,30,USA,o,married,True
550,33.0,USA,f,single,False
551,29,USA,m,single,False
552,36.0,USA,f,married,True
553,32,IND,m,married,True
554,29,USA,m,single,False
555,30,IND,m,married,True
556,38,USA,f,single,False
557,32.0,USA,m,single,False
558,28.0,USA,m,single,False
559,28,IND,m,single,False
560,33,IND,m,married,True
561,21,USA,m,single,False
562,29,USA,f,married,False
563,41,USA,m,divorced,False
564,22,USA,f,married,False
565,29,USA,f,single,False
566,28,IND,f,married,True
567,35,USA,m,married,False
568,25,USA,m,single,True
569,24.0,IND,m,married,True
570,19.0,IND,m,single,False
571,31,USA,f,single,False
572,52.0,USA,m,married,False
573,25.0,USA,m,single,False
574,31.0,USA,m,married,False
575,27,USA,m,single,False
576,38,USA,f,married,True
577,33,USA,f,married,False
578,24,IND,m,single,False
579,26.0,USA,m,single,False
580,28.0,IND,m,married,True
581,26,USA,f,single,False
582,35.0,USA,m,single,False
583,25.0,USA,m,single,False
584,39,USA,f,married,True
585,18,JAM,f,single,False
586,28,IND,f,single,True
587,31,USA,f,married,True
588,34,IND,m,married,True
589,30.0,USA,m,single,False
590,34,USA,f,single,False
591,24,USA,f,single,False
592,34,USA,m,single,False
593,48.0,USA,f,married,True
594,33,USA,m,married,False
595,35,IND,f,married,True
596,29,USA,f,married,False
597,24,USA,m,married,True
598,23,USA,f,single,False
599,43,USA,f,married,True
600,41.0,IND,f,married,True
601,32,USA,m,divorced,True
602,53,IND,f,married,True
603,34.0,USA,m,married,True
604,26,USA,m,married,True
605,28,IND,m,married,True
606,28.0,IND,m,married,True
607,27.0,USA,m,single,False
608,24,IND,m,single,False
609,26,USA,m,single,False
610,35.0,IND,f,married,True
611,26,USA,f,single,False
612,28,IND,m,married,True
613,32,IND,f,married,True
614,60,USA,m,married,True
615,31,IND,m,married,True
616,32,USA,f,married,True
617,43.0,USA,m,married,True
618,32.0,USA,m,single,False
619,22,USA,m,married,False
620,25,VEN,m,single,False
621,20.0,USA,o,single,False
622,36,USA,m,single,False
623,39,USA,m,married,False
624,34,USA,m,single,False
625,41,USA,f,married,True
626,50.0,USA,m,married,True
627,30.0,USA,m,married,False
628,54,USA,f,divorced,True
629,24,IND,m,single,True
630,42.0,USA,f,married,True
631,35.0,USA,m,single,False
632,40,IND,m,married,True
633,33.0,USA,m,single,False
634,32,USA,m,single,False
635,28.0,USA,f,single,False
636,24,USA,m,single,False
637,33.0,USA,f,single,False
638,31.0,USA,m,married,False
639,27.0,USA,m,single,False
640,49.0,USA,f,married,True
641,24,USA,m,single,False
642,30,IND,m,married,True
643,31,USA,m,married,True
644,26,USA,m,single,False
645,26,USA,f,married,True
646,28,EGY,m,married,True
647,39,USA,f,married,True
648,24,IND,m,married,False
649,31,USA,m,single,False
650,30,USA,f,married,False
651,35,IND,m,married,True
652,34.0,USA,m,single,False
653,20,IND,m,single,False
654,29,IND,m,single,False
655,24,USA,m,single,False
656,36.0,USA,f,married,False
657,29,USA,m,single,False
658,28,USA,m,single,False
659,30,USA,f,single,True
660,27.0,IND,m,single,False
661,20.0,USA,m,single,False
662,52.0,USA,f,single,False
663,32,USA,m,married,True
664,31,IND,m,single,True
665,72.0,USA,m,married,True
666,22.0,IND,f,single,False
667,26,USA,m,single,False
668,36,USA,m,single,False
669,39,USA,m,single,False
670,36.0,USA,f,married,True
671,34.0,DEU,m,married,True
672,22,USA,f,single,False
673,63.0,USA,f,single,False
674,26,USA,m,single,False
675,38.0,USA,m,married,True
676,35,USA,m,single,False
677,48.0,USA,f,widowed,True
678,28,USA,m,single,False
679,29,USA,m,married,True
680,26,USA,m,married,True
681,29,USA,f,married,True
682,23.0,USA,m,single,False
683,27,USA,m,single,False
684,26.0,USA,m,single,False
685,39,USA,m,married,True
686,45,USA,f,married,True
687,27,USA,m,single,False
688,26,USA,f,divorced,False
689,23.0,IND,f,single,False
690,29,USA,f,single,False
691,20,USA,m,single,False
692,41.0,USA,f,married,True
693,25,USA,f,single,True
694,33,IND,m,married,True
695,41.0,USA,m,married,True
696,35,USA,m,single,False
697,26,USA,m,single,False
698,35,IND,m,married,True
699,21,IND,m,single,False
700,26,PHL,f,single,False
701,30,USA,f,married,False
702,29,USA,m,married,False
703,26,KEN,m,single,False
704,27,USA,m,single,False
705,19,USA,m,single,False
706,45,USA,f,married,False
707,26.0,USA,f,single,False
708,25,USA,m,single,False
709,56,USA,m,married,True
710,34.0,USA,m,married,True
711,36,USA,f,married,True
712,28,IND,m,single,False
713,27.0,USA,m,single,False
714,29,USA,m,single,False
715,21.0,VEN,m,single,False
716,31,IND,f,married,True
717,20,USA,m,single,False
718,32,USA,m,single,False
719,22.0,USA,m,single,False
720,60.0,USA,f,married,True
721,23,IND,f,single,False
722,23.0,USA,m,single,False
723,32,MDA,m,single,False
724,29,IND,f,married,True
725,37,USA,f,married,True
726,25.0,USA,o,single,False
727,28.0,USA,m,single,False
728,36,IRL,f,married,True
729,31,USA,m,married,True
730,26,USA,m,married,False
731,27,IND,f,married,True
732,39,IND,m,married,True
733,25.0,USA,f,married,False
734,32,IND,f,married,True
735,43,USA,m,single,False
736,28.0,USA,m,married,True
737,25,IND,f,single,True
738,32,IND,m,married,True
739,24.0,IND,f,single,False
740,23,IND,m,single,False
741,33,USA,m,single,False
742,25,USA,m,single,False
743,30.0,USA,m,married,True
744,29,USA,m,married,True
745,28,USA,m,married,True
746,25.0,USA,m,single,False
747,30,USA,m,single,False
748,27.0,USA,f,single,False
749,23,IND,m,single,False
750,33.0,USA,m,single,True
751,21,USA,m,single,False
752,32.0,USA,m,single,False
753,43,USA,m,married,True
754,50,USA,f,single,False
755,35,USA,m,divorced,False
756,30.0,USA,f,single,False
757,25,IND,m,single,False
758,34,IND,m,married,True
759,43.0,USA,f,married,True
760,42.0,USA,m,divorced,False
761,35,USA,f,married,True
762,38,USA,m,separated,False
763,35,FalseGA,m,single,False
764,31,USA,m,married,False
765,30.0,USA,m,single,False
766,21,USA,m,single,False
767,23.0,USA,m,single,False
768,53,USA,f,married,True
769,32.0,USA,f,married,True
770,53,USA,f,divorced,True
771,20.0,USA,m,single,False
772,34,USA,f,married,True
773,23.0,IND,f,single,False
774,43,USA,f,separated,True
775,26.0,USA,f,single,False
776,26,USA,f,married,False
777,31,VNM,m,single,False
778,36,USA,f,married,True
779,26,BRA,m,married,True
780,26,IND,m,single,False
781,22.0,USA,m,single,False
783,27,USA,f,single,True
784,22,USA,f,married,False
785,23.0,USA,m,single,False
786,30,USA,f,single,False
787,24.0,USA,m,single,False
788,29,USA,m,single,False
789,42,USA,m,single,False
790,28,IND,f,married,True
791,36,USA,m,divorced,True
792,28,USA,f,single,False
793,35.0,USA,f,divorced,True
794,37,USA,m,single,False
795,36.0,USA,f,married,False
796,20,IND,m,single,True
797,30,USA,m,married,False
798,39,USA,m,married,True
799,24,USA,f,single,False
800,34,USA,m,single,False
801,27,USA,m,single,False
802,40,IND,m,married,True
803,28,USA,m,single,False
804,25,USA,m,single,False
805,35.0,USA,m,single,False
806,26,USA,m,single,False
807,22,ALB,m,single,False
808,25.0,USA,m,single,False
809,30,USA,m,married,False
810,25,USA,m,single,False
811,38.0,USA,f,married,True
812,57,USA,f,married,True
813,25,USA,m,single,False
814,50,USA,f,single,False
815,24,USA,m,single,False
816,31,USA,f,single,False
817,29,USA,m,single,False
818,34,IND,m,married,True
819,35.0,AUS,f,married,True
820,24,USA,m,single,False
821,26,IND,m,single,False
822,31,USA,m,married,False
823,28,USA,m,married,True
824,26.0,IND,f,married,False
825,29,USA,m,single,False
826,27,USA,f,single,True
827,25.0,USA,m,single,False
828,49.0,USA,m,single,False
829,57.0,USA,f,married,False
830,26.0,USA,m,single,False
832,47,USA,f,separated,False
833,54,USA,f,married,True
834,25,USA,f,married,False
835,30,USA,m,single,False
836,27,USA,m,married,True
837,58.0,USA,f,divorced,True
838,37,USA,f,single,False
839,41,USA,m,single,False
840,38,USA,f,divorced,True
841,30.0,USA,f,married,True
842,27,USA,m,single,False
843,33.0,IND,f,married,True
844,19.0,USA,m,single,False
845,32.0,USA,f,married,True
846,28.0,USA,f,single,True
847,23,USA,m,single,False
848,30,USA,f,married,True
849,30.0,IND,f,married,True
850,24.0,USA,m,single,False
851,41,IND,m,married,True
852,27.0,IND,m,single,False
853,26,USA,m,single,False
854,29,USA,f,single,False
855,35.0,USA,f,married,True
856,29,IND,f,married,True
857,27,USA,f,single,False
858,26,USA,f,married,True
859,28.0,USA,m,married,True
860,45.0,USA,f,single,False
861,27,USA,f,single,False
862,23.0,USA,f,single,False
863,21,USA,f,single,False
864,20,IND,f,single,False
865,27.0,USA,m,single,False
866,37,USA,f,married,True
867,28,USA,m,single,False
868,24.0,IND,m,married,True
869,37,USA,f,single,True
870,33.0,USA,m,single,False
871,25,USA,f,single,False
872,32,USA,f,single,False
873,42,USA,m,married,True
874,36,USA,f,married,True
875,23.0,IND,f,married,False
876,26.0,IND,m,single,False
877,39,USA,m,married,False
878,28,USA,m,single,False
879,58,USA,f,divorced,True
880,25,USA,f,single,False
881,44,USA,f,single,False
882,38,USA,m,married,False
883,39.0,USA,m,single,False
884,22.0,USA,f,married,False
885,39,USA,m,married,True
886,29.0,USA,f,single,False
887,35.0,USA,m,single,False
888,23,USA,f,single,False
889,63.0,USA,f,married,True
890,43.0,USA,f,married,True
891,23,USA,f,single,False
892,28.0,USA,f,married,True
893,32,USA,m,married,True
894,32.0,USA,m,married,True
895,30,USA,f,married,True
896,35,USA,m,married,True
897,31.0,USA,f,single,False
898,41.0,USA,f,single,True
899,30,IND,m,married,False
900,30,IND,f,married,True
901,30,IND,m,married,False
902,33,USA,f,divorced,False
903,29.0,USA,m,single,False
904,25.0,IND,m,married,True
905,24,IDN,m,single,False
906,24.0,USA,m,single,False
907,35.0,IND,m,married,True
908,19,USA,m,single,False
909,29,USA,m,single,False
910,48.0,USA,m,married,True
911,32,USA,m,married,True
912,23.0,IND,f,single,False
913,21,IND,m,single,False
914,28,USA,m,single,False
915,26,USA,f,single,False
916,47.0,USA,m,married,True
917,24,USA,m,single,False
918,36,IND,m,married,False
919,26.0,USA,m,single,False
920,25.0,USA,m,married,False
921,28.0,USA,m,single,False
922,31,USA,f,single,False
923,28.0,USA,m,single,True
924,25,IND,f,married,True
925,28,USA,f,single,False
926,29.0,IND,m,single,False
927,34,USA,m,married,True
928,27,USA,m,single,False
929,25.0,USA,m,single,False
931,54,USA,f,married,False
932,21,IND,m,single,False
933,31,USA,m,single,False
934,24.0,MEX,f,single,False
935,24.0,USA,f,single,True
936,27.0,USA,m,married,False
937,34,TTO,m,single,True
938,27,USA,m,single,False
939,24,USA,f,single,False
940,27.0,USA,m,single,False
941,23.0,IND,m,single,False
942,32,USA,m,married,True
943,36,USA,f,single,False
944,51,USA,f,married,True
945,29,USA,m,married,False
946,23,IND,m,single,False
947,25,USA,m,single,False
948,40.0,USA,m,single,False
949,29,USA,m,married,False
950,25,GBR,f,single,False
951,28,IND,f,married,True
952,27.0,IND,f,single,False
953,30,USA,f,divorced,True
954,30.0,IND,m,married,False
955,30,IND,m,married,False
956,28.0,USA,m,single,False
957,32.0,USA,m,single,True
958,32.0,MEX,m,married,False
959,26.0,IND,f,married,False
960,22.0,USA,m,single,False
961,35,USA,m,married,True
962,25,FalseGA,f,married,True
963,32,IND,f,married,True
964,34,USA,f,married,False
965,21.0,IND,f,single,False
966,21.0,USA,m,single,False
967,29.0,USA,m,single,False
968,35,USA,m,single,False
969,23,USA,m,married,False
970,23,USA,f,single,False
971,34,USA,f,single,True
972,29.0,USA,m,single,True
973,32,IND,m,married,True
974,24.0,USA,m,single,False
975,29,IND,f,married,True
976,25,KWT,f,married,True
977,24,IND,m,single,False
978,33,USA,m,married,False
979,40,USA,f,married,False
980,30.0,USA,f,married,False
981,22,IND,m,single,False
982,35,USA,f,married,True
983,35,USA,m,married,True
984,35.0,USA,f,married,True
985,23,VEN,m,single,False
986,24,USA,f,single,False
987,28.0,USA,m,single,False
988,32,USA,m,married,True
989,27.0,USA,m,single,False
990,26,MEX,o,single,False
991,30,CAN,m,single,False
992,25.0,USA,f,single,False
993,30,USA,f,married,True
994,22.0,IND,m,single,False
995,30,USA,f,married,True
996,22.0,USA,m,single,False
997,26,USA,f,single,False
998,28,USA,m,single,True
999,29.0,USA,m,married,False
1000,31.0,USA,f,married,False
1001,30.0,USA,m,single,False
1002,36,USA,m,divorced,True
1003,26.0,USA,m,married,False
1004,33.0,USA,m,married,True
1005,27,USA,f,single,False
1006,27.0,USA,m,single,False
1007,34.0,USA,f,divorced,False
1008,21.0,USA,m,single,False
1009,30,USA,m,single,False
1010,27,USA,f,single,False
1011,67,USA,m,divorced,True
1012,44,USA,m,single,False
1013,22,USA,m,single,False
1014,23,USA,m,single,False
1015,29,USA,f,married,True
1016,33,USA,m,married,True
1017,30,USA,f,single,False
1018,34.0,USA,f,single,False
1019,33.0,USA,m,married,False
1020,37.0,IND,m,married,True
1021,21,USA,f,single,False
